Year,Rank,Player,Position,Team,Level,Age,Bats,Throws
2019,94,Miguel Amaya,C,Chicago Cubs,MLB,27,R,R
2019,95,Colton Welker,3B/1B,—,—,28,R,R
2019,96,Oneil Cruz,SS,Pittsburgh Pirates,MLB,27,L,R
2019,97,J.B. Bukauskas,RHP,Milwaukee Brewers,AAA,29,R,R
2019,98,Eric Pardinho,RHP,—,—,25,R,R
2019,99,Victor Mesa,OF,Miami Marlins,AAA,29,R,R
2019,100,Nico Hoerner,SS/2B/OF,Chicago Cubs,MLB,29,R,R
2018,1,Shohei Ohtani,TWP,Los Angeles Dodgers,MLB,31,L,R
2018,2,Ronald Acuña Jr.,OF,Atlanta Braves,MLB,28,R,R
2018,3,Vladimir Guerrero Jr.,3B,Toronto Blue Jays,MLB,27,R,R
2018,4,Eloy Jiménez,OF,Toronto Blue Jays,AAA,29,R,R
2018,5,Gleyber Torres,INF,Detroit Tigers,MLB,29,R,R
2018,6,Victor Robles,OF,Seattle Mariners,AAA,28,R,R
2018,7,Nick Senzel,3B/2B/OF,Los Angeles Dodgers,AAA,30,R,R
2018,8,Fernando Tatis Jr.,SS,San Diego Padres,MLB,27,R,R
2018,9,Forrest Whitley,RHP,Tampa Bay Rays,MLB,28,R,R
2018,10,Michael Kopech,RHP,Los Angeles Dodgers,MLB,30,R,R
2018,11,Francisco Mejía,C/OF,—,—,30,S,R
2018,12,Brent Honeywell,RHP,San Francisco Giants,AA,31,R,R
2018,13,Walker Buehler,RHP,San Diego Padres,MLB,31,R,R
2018,14,Bo Bichette,SS,New York Mets,MLB,28,R,R
2018,15,Brendan Rodgers,2B/SS,Boston Red Sox,AAA,29,R,R
2018,16,Mitch Keller,RHP,Pittsburgh Pirates,MLB,30,R,R
2018,17,Kyle Tucker,OF,Los Angeles Dodgers,MLB,29,L,R
2018,18,Alex Reyes,RHP,Los Angeles Dodgers,MLB,31,R,R
2018,19,MacKenzie Gore,LHP,Texas Rangers,MLB,27,L,L
2018,20,Royce Lewis,SS,Minnesota Twins,MLB,26,R,R
2018,21,Hunter Greene,RHP,Cincinnati Reds,MLB,26,R,R
2018,22,Willy Adames,SS/2B,San Francisco Giants,MLB,30,R,R
2018,23,Austin Hays,OF,Chicago White Sox,MLB,30,R,R
2018,24,Triston McKenzie,RHP,San Diego Padres,AAA,28,R,R
2018,25,Brendan McKay,LHP,Tampa Bay Rays,AAA,30,L,L
2018,26,Sixto Sánchez,RHP,Miami Marlins,AAA,27,R,R
2018,27,Lewis Brinson,OF,—,—,32,R,R
2018,28,Luis Robert Jr.,OF,New York Mets,MLB,28,R,R
2018,29,Juan Soto,OF,New York Mets,MLB,27,L,L
2018,30,Kyle Wright,RHP,Chicago Cubs,AAA,30,R,R
2018,31,Michael Soroka,RHP,Arizona Diamondbacks,MLB,28,R,R
2018,32,A.J. Puk,LHP,Arizona Diamondbacks,MLB,31,L,L
2018,33,Alex Verdugo,OF,San Diego Padres,ROK,30,L,L
2018,34,Leody Taveras,OF,Baltimore Orioles,MLB,27,S,R
2018,35,Scott Kingery,INF/OF,Chicago Cubs,AAA,32,R,R
2018,36,Luis Urías,INF,Arizona Diamondbacks,AAA,28,R,R
2018,37,J.P. Crawford,SS,Seattle Mariners,MLB,31,L,R
2018,38,Jack Flaherty,RHP,Detroit Tigers,MLB,30,R,R
2018,39,Franklin Pérez,RHP,Detroit Tigers,A,28,R,R
2018,40,Cal Quantrill,RHP,Texas Rangers,MLB,31,L,R
2018,41,Ryan McMahon,1B/2B/3B,New York Yankees,MLB,31,L,R
2018,42,Michel Baez,RHP,—,—,30,R,R
2018,43,Taylor Trammell,OF,Houston Astros,MLB,28,L,L
2018,44,Estevan Florial,OF,—,—,28,L,R
2018,45,Austin Meadows,OF,Detroit Tigers,MLB,31,L,L
2018,46,Carson Kelly,C,Chicago Cubs,MLB,31,R,R
2018,47,Anthony Alford,OF,—,—,31,R,R
2018,48,Justus Sheffield,LHP,—,—,30,L,L
2018,49,Luiz Gohara,LHP,Los Angeles Angels,AAA,29,L,L
2018,50,Adrian Morejon,LHP,San Diego Padres,MLB,27,L,L
2018,51,Ian Anderson,RHP,Atlanta Braves,AAA,28,R,R
2018,52,Keibert Ruiz,C,Washington Nationals,MLB,27,S,R
2018,53,Willie Calhoun,2B/OF,—,—,31,L,R
2018,54,Alec Hansen,RHP,Chicago White Sox,AA,31,R,R
2018,55,Matt Manning,RHP,Philadelphia Phillies,AA,28,R,R
2018,56,Keston Hiura,1B,Los Angeles Dodgers,AAA,29,R,R
2018,57,Jesús Sánchez,OF,Toronto Blue Jays,MLB,28,L,R
2018,58,Kolby Allard,LHP,Cleveland Guardians,AAA,28,L,L
2018,59,Alex Faedo,RHP,Tampa Bay Rays,MLB,30,R,R
2018,60,Jesús Luzardo,LHP,Philadelphia Phillies,MLB,28,L,L
2018,61,Dylan Cease,RHP,Toronto Blue Jays,MLB,30,R,R
2018,62,Jo Adell,OF,Los Angeles Angels,MLB,27,R,R
2018,63,Heliot Ramos,OF,San Francisco Giants,MLB,26,R,R
2018,64,Jake Bauers,1B/OF,Milwaukee Brewers,MLB,30,L,L
2018,65,Miguel Andujar,3B,San Diego Padres,MLB,31,R,R
2018,66,Franklin Barreto,2B/SS,—,—,30,R,R
2018,67,Shane Baz,RHP,Baltimore Orioles,MLB,26,R,R
2018,68,Fernando Romero,RHP,Los Angeles Angels,AAA,31,R,R
2018,69,Corbin Burnes,RHP,Arizona Diamondbacks,MLB,31,R,R
2018,70,Kyle Lewis,OF,Arizona Diamondbacks,MLB,30,R,R
2018,71,Monte Harrison,OF,Milwaukee Brewers,AAA,30,R,R
2018,72,Jorge Mateo,SS/2B,Atlanta Braves,MLB,30,R,R
2018,73,Jon Duplantier,RHP,Milwaukee Brewers,MLB,31,L,R
2018,74,Albert Abreu,RHP,—,—,30,R,R
2018,75,Chance Adams,RHP,Colorado Rockies,AAA,31,R,R
2018,76,J.B. Bukauskas,RHP,Milwaukee Brewers,AAA,29,R,R
2018,77,Beau Burrows,RHP,Pittsburgh Pirates,AAA,29,R,R
2018,78,Stephen Gonsalves,LHP,—,—,31,L,L
2018,79,Michael Chavis,3B/1B,Cincinnati Reds,AAA,30,R,R
2018,80,Nick Gordon,SS/2B,Kansas City Royals,AAA,30,L,R
2018,81,Christian Arroyo,3B/SS,New York Mets,AAA,30,R,R
2018,82,Jesse Winker,OF,New York Mets,MLB,32,L,L
2018,83,Max Fried,LHP,New York Yankees,MLB,32,L,L
2018,84,Tyler Mahle,RHP,San Francisco Giants,MLB,31,R,R
2018,85,Jay Groome,LHP,—,—,27,L,L
2018,86,Adonis Medina,RHP,—,—,29,R,R
2018,87,Kevin Maitan,3B/SS/2B,Minnesota Twins,A+,26,R,R
2018,88,Mickey Moniak,OF,Colorado Rockies,MLB,28,L,R
2018,89,Anderson Espinoza,RHP,—,—,28,R,R
2018,90,Carter Kieboom,SS/2B,Philadelphia Phillies,AAA,28,R,R
2018,91,Pavin Smith,1B/OF,Arizona Diamondbacks,MLB,30,L,L
2018,92,Dane Dunning,RHP,Seattle Mariners,AAA,31,R,R
2018,93,Jahmai Jones,2B/OF,Detroit Tigers,MLB,28,R,R
2018,94,Tyler O'Neill,OF,Baltimore Orioles,MLB,30,R,R
2018,95,Adam Haseley,CF,Chicago White Sox,MLB,30,L,L
2018,96,Brandon Woodruff,RHP,Milwaukee Brewers,MLB,33,L,R
2018,97,Austin Riley,3B,Atlanta Braves,MLB,29,R,R
2018,98,Ryan Mountcastle,OF/1B,Baltimore Orioles,MLB,29,R,R
2018,99,Blake Rutherford,OF,—,—,29,L,R
2018,100,Riley Pint,RHP,San Diego Padres,AAA,28,R,R
2017,1,Andrew Benintendi,OF,Chicago White Sox,MLB,31,L,L
2017,2,Yoán Moncada,2B,Los Angeles Angels,MLB,30,S,R
2017,3,Gleyber Torres,INF,Detroit Tigers,MLB,29,R,R
2017,4,Dansby Swanson,SS,Chicago Cubs,MLB,32,R,R
2017,5,Amed Rosario,SS,New York Yankees,MLB,30,R,R
2017,6,Alex Reyes,RHP,Los Angeles Dodgers,MLB,31,R,R
2017,7,J.P. Crawford,SS,Seattle Mariners,MLB,31,L,R
2017,8,Victor Robles,OF,Seattle Mariners,AAA,28,R,R
2017,9,Tyler Glasnow,RHP,Los Angeles Dodgers,MLB,32,L,R
2017,10,Austin Meadows,OF,Detroit Tigers,MLB,31,L,L
2017,11,Ozzie Albies,2B/SS,Atlanta Braves,MLB,29,S,R
2017,12,Lucas Giolito,RHP,San Diego Padres,MLB,31,R,R
2017,13,Cody Bellinger,1B/OF,New York Yankees,MLB,30,L,L
2017,14,Eloy Jiménez,OF,Toronto Blue Jays,AAA,29,R,R
2017,15,Brendan Rodgers,2B/SS,Boston Red Sox,AAA,29,R,R
2017,16,Michael Kopech,RHP,Los Angeles Dodgers,MLB,30,R,R
2017,17,Rafael Devers,3B,San Francisco Giants,MLB,29,L,R
2017,18,Lewis Brinson,OF,—,—,32,R,R
2017,19,Mickey Moniak,OF,Colorado Rockies,MLB,28,L,R
2017,20,Francis Martes,RHP,—,—,30,R,R
2017,21,Willy Adames,SS/2B,San Francisco Giants,MLB,30,R,R
2017,22,Bradley Zimmer,OF,Colorado Rockies,MLB,33,L,R
2017,23,Manuel Margot,OF,Detroit Tigers,AAA,31,R,R
2017,24,Clint Frazier,OF,Chicago White Sox,AAA,31,R,R
2017,25,Anderson Espinoza,RHP,—,—,28,R,R
2017,26,Nick Senzel,3B/2B/OF,Los Angeles Dodgers,AAA,30,R,R
2017,27,Josh Bell,1B/OF,Minnesota Twins,MLB,33,S,R
2017,28,Ian Happ,2B/OF,Chicago Cubs,MLB,31,S,R
2017,29,Kyle Lewis,OF,Arizona Diamondbacks,MLB,30,R,R
2017,30,Corey Ray,OF,Milwaukee Brewers,AA,31,L,L
2017,31,Brent Honeywell,RHP,San Francisco Giants,AA,31,R,R
2017,32,Kevin Maitan,3B/SS/2B,Minnesota Twins,A+,26,R,R
2017,33,José De León,RHP,—,—,33,R,R
2017,34,Vladimir Guerrero Jr.,3B,Toronto Blue Jays,MLB,27,R,R
2017,35,Kyle Tucker,OF,Los Angeles Dodgers,MLB,29,L,R
2017,36,Tyler O'Neill,OF,Baltimore Orioles,MLB,30,R,R
2017,37,Blake Rutherford,OF,—,—,29,L,R
2017,38,Josh Hader,LHP,Houston Astros,AA,32,L,L
2017,39,Carson Kelly,C,Chicago Cubs,MLB,31,R,R
2017,40,Francisco Mejía,C/OF,—,—,30,S,R
2017,41,Jay Groome,LHP,—,—,27,L,L
2017,42,Hunter Renfroe,OF,Kansas City Royals,MLB,34,R,R
2017,43,Braxton Garrett,LHP,Miami Marlins,MLB,28,R,L
2017,44,Jeff Hoffman,RHP,Toronto Blue Jays,MLB,33,R,R
2017,45,Reynaldo López,RHP,Atlanta Braves,MLB,32,R,R
2017,46,Aaron Judge,OF,New York Yankees,MLB,34,R,R
2017,47,Jorge Mateo,SS/2B,Atlanta Braves,MLB,30,R,R
2017,48,Mitch Keller,RHP,Pittsburgh Pirates,MLB,30,R,R
2017,49,Yadier Álvarez,RHP,Los Angeles Dodgers,AAA,30,R,R
2017,50,Nick Gordon,SS/2B,Kansas City Royals,AAA,30,L,R
2017,51,Riley Pint,RHP,San Diego Padres,AAA,28,R,R
2017,52,Franklin Barreto,2B/SS,—,—,30,R,R
2017,53,Kolby Allard,LHP,Cleveland Guardians,AAA,28,L,L
2017,54,David Paulino,RHP,Philadelphia Phillies,AAA,32,R,R
2017,55,Leody Taveras,OF,Baltimore Orioles,MLB,27,S,R
2017,56,Yohander Méndez,LHP,—,—,31,L,L
2017,57,Triston McKenzie,RHP,San Diego Padres,AAA,28,R,R
2017,58,James Kaprielian,RHP,—,—,32,R,R
2017,59,Kevin Newman,2B/SS,Kansas City Royals,AAA,32,R,R
2017,60,Erick Fedde,RHP,Chicago White Sox,MLB,33,R,R
2017,61,Alex Verdugo,OF,San Diego Padres,ROK,30,L,L
2017,62,Luis Ortiz,RHP,New York Mets,AAA,30,R,R
2017,63,Dominic Smith,1B,Atlanta Braves,MLB,30,L,L
2017,64,Sean Reid-Foley,RHP,—,—,30,R,R
2017,65,Isan Díaz,2B,—,—,29,L,R
2017,66,Amir Garrett,LHP,—,—,34,R,L
2017,67,Jesse Winker,OF,New York Mets,MLB,32,L,L
2017,68,Luke Weaver,RHP,New York Mets,MLB,32,R,R
2017,69,A.J. Puk,LHP,Arizona Diamondbacks,MLB,31,L,L
2017,70,Anthony Alford,OF,—,—,31,R,R
2017,71,Carson Fulmer,RHP,Pittsburgh Pirates,AAA,32,R,R
2017,72,Jorge Alfaro,C,Kansas City Royals,AA,32,R,R
2017,73,Germán Márquez,RHP,San Diego Padres,MLB,31,R,R
2017,74,Matt Manning,RHP,Philadelphia Phillies,AA,28,R,R
2017,75,Jake Bauers,1B/OF,Milwaukee Brewers,MLB,30,L,L
2017,76,Albert Almora Jr.,OF,Arizona Diamondbacks,AAA,32,R,R
2017,77,Dylan Cease,RHP,Toronto Blue Jays,MLB,30,R,R
2017,78,Michael Soroka,RHP,Arizona Diamondbacks,MLB,28,R,R
2017,79,Justus Sheffield,LHP,—,—,30,L,L
2017,80,Sean Newcomb,LHP,Chicago White Sox,MLB,32,L,L
2017,81,Zack Collins,C/1B,—,—,31,L,R
2017,82,Willie Calhoun,2B/OF,—,—,31,L,R
2017,83,Derek Fisher,OF,Minnesota Twins,AAA,32,L,R
2017,84,Forrest Whitley,RHP,Tampa Bay Rays,MLB,28,R,R
2017,85,Grant Holmes,RHP,Atlanta Braves,MLB,30,L,R
2017,86,Ian Anderson,RHP,Atlanta Braves,AAA,28,R,R
2017,87,Robert Stephenson,RHP,Los Angeles Angels,MLB,33,R,R
2017,88,Tyler Beede,RHP,Chicago Cubs,AAA,32,R,R
2017,89,Christian Arroyo,3B/SS,New York Mets,AAA,30,R,R
2017,90,Raimel Tapia,OF,—,—,32,L,L
2017,91,Delvin Pérez,SS,—,—,27,R,R
2017,92,Stephen Gonsalves,LHP,—,—,31,L,L
2017,93,Walker Buehler,RHP,San Diego Padres,MLB,31,R,R
2017,94,Richard Urena,SS/2B,—,—,30,S,R
2017,95,Jeimer Candelario,3B/1B,Los Angeles Angels,AAA,32,S,R
2017,96,Bobby Bradley,1B,—,—,29,L,R
2017,97,Cal Quantrill,RHP,Texas Rangers,MLB,31,L,R
2017,98,Alex Kirilloff,OF/1B,Minnesota Twins,MLB,28,L,L
2017,99,Chance Sisco,C,St. Louis Cardinals,MLB,31,L,R
2017,100,Matt Chapman,3B,San Francisco Giants,MLB,33,R,R
