Age,College,High School,International,Unknown
16,7.0,2.0,39.22222222222222,0
17,9.0,29.0,48.97938144329897,0
18,47.766666666666666,41.909909909909906,67.625,0
19,62.141304347826086,87.96850393700787,83.61224489795919,0
20,71.14583333333333,100.63157894736842,91.85057471264368,0
21,85.28125,97.99137931034483,89.38271604938272,0
